Municipality ID,Municipality,Population Age Range ID,Population Age Range,Sex ID,Sex,Projected Population
21115,Quecholac,4,15 to 19 years,1,Male,2810
21115,Quecholac,4,15 to 19 years,2,Female,2765
21115,Quecholac,5,20 to 24 years,1,Male,2440
21115,Quecholac,5,20 to 24 years,2,Female,2540
21115,Quecholac,6,25 to 29 years,1,Male,2223
21115,Quecholac,6,25 to 29 years,2,Female,2357
21115,Quecholac,7,30 to 34 years,1,Male,1981
21115,Quecholac,7,30 to 34 years,2,Female,2125
21115,Quecholac,8,35 to 39 years,1,Male,1660
21115,Quecholac,8,35 to 39 years,2,Female,1833
21115,Quecholac,9,40 to 44 years,1,Male,1373
21115,Quecholac,9,40 to 44 years,2,Female,1556
21115,Quecholac,10,45 to 49 years,1,Male,1179
21115,Quecholac,10,45 to 49 years,2,Female,1343
21115,Quecholac,11,50 to 54 years,1,Male,963
21115,Quecholac,11,50 to 54 years,2,Female,1097
21115,Quecholac,12,55 to 59 years,1,Male,770
21115,Quecholac,12,55 to 59 years,2,Female,874
21115,Quecholac,13,60 to 64 years,1,Male,625
21115,Quecholac,13,60 to 64 years,2,Female,701
21115,Quecholac,14,65 or more years,1,Male,1439
21115,Quecholac,14,65 or more years,2,Female,1724
21116,Quimixtlán,1,0 to 4 years,1,Male,1397
21116,Quimixtlán,1,0 to 4 years,2,Female,1343
21116,Quimixtlán,2,5 to 9 years,1,Male,1403
21116,Quimixtlán,2,5 to 9 years,2,Female,1406
21116,Quimixtlán,3,10 to 14 years,1,Male,1397
21116,Quimixtlán,3,10 to 14 years,2,Female,1392
21116,Quimixtlán,4,15 to 19 years,1,Male,1212
21116,Quimixtlán,4,15 to 19 years,2,Female,1179
21116,Quimixtlán,5,20 to 24 years,1,Male,945
21116,Quimixtlán,5,20 to 24 years,2,Female,924
21116,Quimixtlán,6,25 to 29 years,1,Male,822
21116,Quimixtlán,6,25 to 29 years,2,Female,813
21116,Quimixtlán,7,30 to 34 years,1,Male,752
21116,Quimixtlán,7,30 to 34 years,2,Female,738
21116,Quimixtlán,8,35 to 39 years,1,Male,664
21116,Quimixtlán,8,35 to 39 years,2,Female,664
21116,Quimixtlán,9,40 to 44 years,1,Male,587
21116,Quimixtlán,9,40 to 44 years,2,Female,618
21116,Quimixtlán,10,45 to 49 years,1,Male,529
21116,Quimixtlán,10,45 to 49 years,2,Female,573
21116,Quimixtlán,11,50 to 54 years,1,Male,439
21116,Quimixtlán,11,50 to 54 years,2,Female,485
21116,Quimixtlán,12,55 to 59 years,1,Male,369
21116,Quimixtlán,12,55 to 59 years,2,Female,412
21116,Quimixtlán,13,60 to 64 years,1,Male,326
21116,Quimixtlán,13,60 to 64 years,2,Female,366
21116,Quimixtlán,14,65 or more years,1,Male,762
21116,Quimixtlán,14,65 or more years,2,Female,978
21117,Rafael Lara Grajales,1,0 to 4 years,1,Male,737
21117,Rafael Lara Grajales,1,0 to 4 years,2,Female,715
21117,Rafael Lara Grajales,2,5 to 9 years,1,Male,688
21117,Rafael Lara Grajales,2,5 to 9 years,2,Female,702
21117,Rafael Lara Grajales,3,10 to 14 years,1,Male,683
21117,Rafael Lara Grajales,3,10 to 14 years,2,Female,717
21117,Rafael Lara Grajales,4,15 to 19 years,1,Male,681
21117,Rafael Lara Grajales,4,15 to 19 years,2,Female,701
21117,Rafael Lara Grajales,5,20 to 24 years,1,Male,673
21117,Rafael Lara Grajales,5,20 to 24 years,2,Female,669
21117,Rafael Lara Grajales,6,25 to 29 years,1,Male,671
21117,Rafael Lara Grajales,6,25 to 29 years,2,Female,645
21117,Rafael Lara Grajales,7,30 to 34 years,1,Male,595
21117,Rafael Lara Grajales,7,30 to 34 years,2,Female,605
21117,Rafael Lara Grajales,8,35 to 39 years,1,Male,472
21117,Rafael Lara Grajales,8,35 to 39 years,2,Female,546
21117,Rafael Lara Grajales,9,40 to 44 years,1,Male,392
21117,Rafael Lara Grajales,9,40 to 44 years,2,Female,479
21117,Rafael Lara Grajales,10,45 to 49 years,1,Male,366
21117,Rafael Lara Grajales,10,45 to 49 years,2,Female,425
21117,Rafael Lara Grajales,11,50 to 54 years,1,Male,320
21117,Rafael Lara Grajales,11,50 to 54 years,2,Female,363
21117,Rafael Lara Grajales,12,55 to 59 years,1,Male,265
21117,Rafael Lara Grajales,12,55 to 59 years,2,Female,303
21117,Rafael Lara Grajales,13,60 to 64 years,1,Male,209
21117,Rafael Lara Grajales,13,60 to 64 years,2,Female,248
21117,Rafael Lara Grajales,14,65 or more years,1,Male,383
21117,Rafael Lara Grajales,14,65 or more years,2,Female,548
21118,Los Reyes de Juárez,1,0 to 4 years,1,Male,1716
21118,Los Reyes de Juárez,1,0 to 4 years,2,Female,1596
21118,Los Reyes de Juárez,2,5 to 9 years,1,Male,1664
21118,Los Reyes de Juárez,2,5 to 9 years,2,Female,1634
21118,Los Reyes de Juárez,3,10 to 14 years,1,Male,1583
21118,Los Reyes de Juárez,3,10 to 14 years,2,Female,1551
21118,Los Reyes de Juárez,4,15 to 19 years,1,Male,1477
21118,Los Reyes de Juárez,4,15 to 19 years,2,Female,1467
21118,Los Reyes de Juárez,5,20 to 24 years,1,Male,1328
21118,Los Reyes de Juárez,5,20 to 24 years,2,Female,1397
21118,Los Reyes de Juárez,6,25 to 29 years,1,Male,1210
21118,Los Reyes de Juárez,6,25 to 29 years,2,Female,1321
21118,Los Reyes de Juárez,7,30 to 34 years,1,Male,1055
21118,Los Reyes de Juárez,7,30 to 34 years,2,Female,1153
21118,Los Reyes de Juárez,8,35 to 39 years,1,Male,871
21118,Los Reyes de Juárez,8,35 to 39 years,2,Female,972
21118,Los Reyes de Juárez,9,40 to 44 years,1,Male,712
21118,Los Reyes de Juárez,9,40 to 44 years,2,Female,816
21118,Los Reyes de Juárez,10,45 to 49 years,1,Male,628
21118,Los Reyes de Juárez,10,45 to 49 years,2,Female,709
21118,Los Reyes de Juárez,11,50 to 54 years,1,Male,564
21118,Los Reyes de Juárez,11,50 to 54 years,2,Female,607
21118,Los Reyes de Juárez,12,55 to 59 years,1,Male,498
21118,Los Reyes de Juárez,12,55 to 59 years,2,Female,504
21118,Los Reyes de Juárez,13,60 to 64 years,1,Male,403
21118,Los Reyes de Juárez,13,60 to 64 years,2,Female,409
21118,Los Reyes de Juárez,14,65 or more years,1,Male,754
21118,Los Reyes de Juárez,14,65 or more years,2,Female,802
21119,San Andrés Cholula,1,0 to 4 years,1,Male,6609
21119,San Andrés Cholula,1,0 to 4 years,2,Female,6060
21119,San Andrés Cholula,2,5 to 9 years,1,Male,6670
21119,San Andrés Cholula,2,5 to 9 years,2,Female,6223
21119,San Andrés Cholula,3,10 to 14 years,1,Male,6601
21119,San Andrés Cholula,3,10 to 14 years,2,Female,6486
21119,San Andrés Cholula,4,15 to 19 years,1,Male,7457
21119,San Andrés Cholula,4,15 to 19 years,2,Female,7206
21119,San Andrés Cholula,5,20 to 24 years,1,Male,8133
21119,San Andrés Cholula,5,20 to 24 years,2,Female,7587
21119,San Andrés Cholula,6,25 to 29 years,1,Male,7464
21119,San Andrés Cholula,6,25 to 29 years,2,Female,7243
21119,San Andrés Cholula,7,30 to 34 years,1,Male,6424
21119,San Andrés Cholula,7,30 to 34 years,2,Female,6870
21119,San Andrés Cholula,8,35 to 39 years,1,Male,6096
21119,San Andrés Cholula,8,35 to 39 years,2,Female,6760
21119,San Andrés Cholula,9,40 to 44 years,1,Male,5648
21119,San Andrés Cholula,9,40 to 44 years,2,Female,6185
21119,San Andrés Cholula,10,45 to 49 years,1,Male,4876
21119,San Andrés Cholula,10,45 to 49 years,2,Female,5108
21119,San Andrés Cholula,11,50 to 54 years,1,Male,3710
21119,San Andrés Cholula,11,50 to 54 years,2,Female,3907
21119,San Andrés Cholula,12,55 to 59 years,1,Male,2804
21119,San Andrés Cholula,12,55 to 59 years,2,Female,3105
21119,San Andrés Cholula,13,60 to 64 years,1,Male,2112
21119,San Andrés Cholula,13,60 to 64 years,2,Female,2424
21119,San Andrés Cholula,14,65 or more years,1,Male,3210
21119,San Andrés Cholula,14,65 or more years,2,Female,4364
21120,San Antonio Cañada,1,0 to 4 years,1,Male,324
21120,San Antonio Cañada,1,0 to 4 years,2,Female,294
21120,San Antonio Cañada,2,5 to 9 years,1,Male,332
21120,San Antonio Cañada,2,5 to 9 years,2,Female,304
21120,San Antonio Cañada,3,10 to 14 years,1,Male,330
21120,San Antonio Cañada,3,10 to 14 years,2,Female,323
21120,San Antonio Cañada,4,15 to 19 years,1,Male,301
21120,San Antonio Cañada,4,15 to 19 years,2,Female,323
21120,San Antonio Cañada,5,20 to 24 years,1,Male,261
21120,San Antonio Cañada,5,20 to 24 years,2,Female,294
21120,San Antonio Cañada,6,25 to 29 years,1,Male,237
21120,San Antonio Cañada,6,25 to 29 years,2,Female,265
21120,San Antonio Cañada,7,30 to 34 years,1,Male,201
21120,San Antonio Cañada,7,30 to 34 years,2,Female,233
21120,San Antonio Cañada,8,35 to 39 years,1,Male,158
21120,San Antonio Cañada,8,35 to 39 years,2,Female,198
21120,San Antonio Cañada,9,40 to 44 years,1,Male,131
21120,San Antonio Cañada,9,40 to 44 years,2,Female,173
21120,San Antonio Cañada,10,45 to 49 years,1,Male,118
21120,San Antonio Cañada,10,45 to 49 years,2,Female,152
21120,San Antonio Cañada,11,50 to 54 years,1,Male,99
21120,San Antonio Cañada,11,50 to 54 years,2,Female,128
21120,San Antonio Cañada,12,55 to 59 years,1,Male,85
21120,San Antonio Cañada,12,55 to 59 years,2,Female,112
21120,San Antonio Cañada,13,60 to 64 years,1,Male,75
21120,San Antonio Cañada,13,60 to 64 years,2,Female,97
21120,San Antonio Cañada,14,65 or more years,1,Male,141
21120,San Antonio Cañada,14,65 or more years,2,Female,230
21121,San Diego la Mesa Tochimiltzingo,1,0 to 4 years,1,Male,56
21121,San Diego la Mesa Tochimiltzingo,1,0 to 4 years,2,Female,51
21121,San Diego la Mesa Tochimiltzingo,2,5 to 9 years,1,Male,59
21121,San Diego la Mesa Tochimiltzingo,2,5 to 9 years,2,Female,53
21121,San Diego la Mesa Tochimiltzingo,3,10 to 14 years,1,Male,65
21121,San Diego la Mesa Tochimiltzingo,3,10 to 14 years,2,Female,62
21121,San Diego la Mesa Tochimiltzingo,4,15 to 19 years,1,Male,59
21121,San Diego la Mesa Tochimiltzingo,4,15 to 19 years,2,Female,64
21121,San Diego la Mesa Tochimiltzingo,5,20 to 24 years,1,Male,43
21121,San Diego la Mesa Tochimiltzingo,5,20 to 24 years,2,Female,54
21121,San Diego la Mesa Tochimiltzingo,6,25 to 29 years,1,Male,39
21121,San Diego la Mesa Tochimiltzingo,6,25 to 29 years,2,Female,42
21121,San Diego la Mesa Tochimiltzingo,7,30 to 34 years,1,Male,42
21121,San Diego la Mesa Tochimiltzingo,7,30 to 34 years,2,Female,35
21121,San Diego la Mesa Tochimiltzingo,8,35 to 39 years,1,Male,37
21121,San Diego la Mesa Tochimiltzingo,8,35 to 39 years,2,Female,36
21121,San Diego la Mesa Tochimiltzingo,9,40 to 44 years,1,Male,33
21121,San Diego la Mesa Tochimiltzingo,9,40 to 44 years,2,Female,38
21121,San Diego la Mesa Tochimiltzingo,10,45 to 49 years,1,Male,32
21121,San Diego la Mesa Tochimiltzingo,10,45 to 49 years,2,Female,38
21121,San Diego la Mesa Tochimiltzingo,11,50 to 54 years,1,Male,30
21121,San Diego la Mesa Tochimiltzingo,11,50 to 54 years,2,Female,33
21121,San Diego la Mesa Tochimiltzingo,12,55 to 59 years,1,Male,27
21121,San Diego la Mesa Tochimiltzingo,12,55 to 59 years,2,Female,29
21121,San Diego la Mesa Tochimiltzingo,13,60 to 64 years,1,Male,28
21121,San Diego la Mesa Tochimiltzingo,13,60 to 64 years,2,Female,30
21121,San Diego la Mesa Tochimiltzingo,14,65 or more years,1,Male,81
21121,San Diego la Mesa Tochimiltzingo,14,65 or more years,2,Female,76
21122,San Felipe Teotlalcingo,1,0 to 4 years,1,Male,504
21122,San Felipe Teotlalcingo,1,0 to 4 years,2,Female,470
21122,San Felipe Teotlalcingo,2,5 to 9 years,1,Male,530
21122,San Felipe Teotlalcingo,2,5 to 9 years,2,Female,501
21122,San Felipe Teotlalcingo,3,10 to 14 years,1,Male,530
21122,San Felipe Teotlalcingo,3,10 to 14 years,2,Female,523
21122,San Felipe Teotlalcingo,4,15 to 19 years,1,Male,516
21122,San Felipe Teotlalcingo,4,15 to 19 years,2,Female,509
21122,San Felipe Teotlalcingo,5,20 to 24 years,1,Male,463
21122,San Felipe Teotlalcingo,5,20 to 24 years,2,Female,473
21122,San Felipe Teotlalcingo,6,25 to 29 years,1,Male,412
21122,San Felipe Teotlalcingo,6,25 to 29 years,2,Female,464
21122,San Felipe Teotlalcingo,7,30 to 34 years,1,Male,379
21122,San Felipe Teotlalcingo,7,30 to 34 years,2,Female,452
21122,San Felipe Teotlalcingo,8,35 to 39 years,1,Male,356
21122,San Felipe Teotlalcingo,8,35 to 39 years,2,Female,426
21122,San Felipe Teotlalcingo,9,40 to 44 years,1,Male,337
21122,San Felipe Teotlalcingo,9,40 to 44 years,2,Female,389
21122,San Felipe Teotlalcingo,10,45 to 49 years,1,Male,315
21122,San Felipe Teotlalcingo,10,45 to 49 years,2,Female,332
21122,San Felipe Teotlalcingo,11,50 to 54 years,1,Male,251
21122,San Felipe Teotlalcingo,11,50 to 54 years,2,Female,267
21122,San Felipe Teotlalcingo,12,55 to 59 years,1,Male,194
21122,San Felipe Teotlalcingo,12,55 to 59 years,2,Female,223
21122,San Felipe Teotlalcingo,13,60 to 64 years,1,Male,164
21122,San Felipe Teotlalcingo,13,60 to 64 years,2,Female,195
21122,San Felipe Teotlalcingo,14,65 or more years,1,Male,445
21122,San Felipe Teotlalcingo,14,65 or more years,2,Female,528
21123,San Felipe Tepatlán,1,0 to 4 years,1,Male,182
21123,San Felipe Tepatlán,1,0 to 4 years,2,Female,187
21123,San Felipe Tepatlán,2,5 to 9 years,1,Male,200
21123,San Felipe Tepatlán,2,5 to 9 years,2,Female,206
21123,San Felipe Tepatlán,3,10 to 14 years,1,Male,215
21123,San Felipe Tepatlán,3,10 to 14 years,2,Female,218
21123,San Felipe Tepatlán,4,15 to 19 years,1,Male,192
21123,San Felipe Tepatlán,4,15 to 19 years,2,Female,196
21123,San Felipe Tepatlán,5,20 to 24 years,1,Male,145
21123,San Felipe Tepatlán,5,20 to 24 years,2,Female,150
21123,San Felipe Tepatlán,6,25 to 29 years,1,Male,128
21123,San Felipe Tepatlán,6,25 to 29 years,2,Female,133
21123,San Felipe Tepatlán,7,30 to 34 years,1,Male,124
21123,San Felipe Tepatlán,7,30 to 34 years,2,Female,130
21123,San Felipe Tepatlán,8,35 to 39 years,1,Male,111
21123,San Felipe Tepatlán,8,35 to 39 years,2,Female,119
21123,San Felipe Tepatlán,9,40 to 44 years,1,Male,106
21123,San Felipe Tepatlán,9,40 to 44 years,2,Female,116
21123,San Felipe Tepatlán,10,45 to 49 years,1,Male,115
21123,San Felipe Tepatlán,10,45 to 49 years,2,Female,124
21123,San Felipe Tepatlán,11,50 to 54 years,1,Male,118
21123,San Felipe Tepatlán,11,50 to 54 years,2,Female,126
21123,San Felipe Tepatlán,12,55 to 59 years,1,Male,113
21123,San Felipe Tepatlán,12,55 to 59 years,2,Female,116
21123,San Felipe Tepatlán,13,60 to 64 years,1,Male,102
21123,San Felipe Tepatlán,13,60 to 64 years,2,Female,95
21123,San Felipe Tepatlán,14,65 or more years,1,Male,189
21123,San Felipe Tepatlán,14,65 or more years,2,Female,198
21124,San Gabriel Chilac,1,0 to 4 years,1,Male,724
21124,San Gabriel Chilac,1,0 to 4 years,2,Female,705
21124,San Gabriel Chilac,2,5 to 9 years,1,Male,749
21124,San Gabriel Chilac,2,5 to 9 years,2,Female,684
21124,San Gabriel Chilac,3,10 to 14 years,1,Male,770
21124,San Gabriel Chilac,3,10 to 14 years,2,Female,740
21124,San Gabriel Chilac,4,15 to 19 years,1,Male,795
21124,San Gabriel Chilac,4,15 to 19 years,2,Female,801
21124,San Gabriel Chilac,5,20 to 24 years,1,Male,804
21124,San Gabriel Chilac,5,20 to 24 years,2,Female,798
21124,San Gabriel Chilac,6,25 to 29 years,1,Male,763
21124,San Gabriel Chilac,6,25 to 29 years,2,Female,752
21124,San Gabriel Chilac,7,30 to 34 years,1,Male,615
21124,San Gabriel Chilac,7,30 to 34 years,2,Female,682
21124,San Gabriel Chilac,8,35 to 39 years,1,Male,476
21124,San Gabriel Chilac,8,35 to 39 years,2,Female,612
21124,San Gabriel Chilac,9,40 to 44 years,1,Male,415
21124,San Gabriel Chilac,9,40 to 44 years,2,Female,558
21124,San Gabriel Chilac,10,45 to 49 years,1,Male,399
21124,San Gabriel Chilac,10,45 to 49 years,2,Female,533
21124,San Gabriel Chilac,11,50 to 54 years,1,Male,346
21124,San Gabriel Chilac,11,50 to 54 years,2,Female,471
21124,San Gabriel Chilac,12,55 to 59 years,1,Male,291
21124,San Gabriel Chilac,12,55 to 59 years,2,Female,388
21124,San Gabriel Chilac,13,60 to 64 years,1,Male,244
21124,San Gabriel Chilac,13,60 to 64 years,2,Female,317
21124,San Gabriel Chilac,14,65 or more years,1,Male,613
21124,San Gabriel Chilac,14,65 or more years,2,Female,804
21125,San Gregorio Atzompa,1,0 to 4 years,1,Male,424
21125,San Gregorio Atzompa,1,0 to 4 years,2,Female,399
21125,San Gregorio Atzompa,2,5 to 9 years,1,Male,407
21125,San Gregorio Atzompa,2,5 to 9 years,2,Female,406
21125,San Gregorio Atzompa,3,10 to 14 years,1,Male,393
21125,San Gregorio Atzompa,3,10 to 14 years,2,Female,417
21125,San Gregorio Atzompa,4,15 to 19 years,1,Male,400
21125,San Gregorio Atzompa,4,15 to 19 years,2,Female,433
21125,San Gregorio Atzompa,5,20 to 24 years,1,Male,394
21125,San Gregorio Atzompa,5,20 to 24 years,2,Female,434
21125,San Gregorio Atzompa,6,25 to 29 years,1,Male,401
21125,San Gregorio Atzompa,6,25 to 29 years,2,Female,420
21125,San Gregorio Atzompa,7,30 to 34 years,1,Male,378
21125,San Gregorio Atzompa,7,30 to 34 years,2,Female,373
21125,San Gregorio Atzompa,8,35 to 39 years,1,Male,324
21125,San Gregorio Atzompa,8,35 to 39 years,2,Female,337
21125,San Gregorio Atzompa,9,40 to 44 years,1,Male,290
21125,San Gregorio Atzompa,9,40 to 44 years,2,Female,334
21125,San Gregorio Atzompa,10,45 to 49 years,1,Male,293
21125,San Gregorio Atzompa,10,45 to 49 years,2,Female,334
21125,San Gregorio Atzompa,11,50 to 54 years,1,Male,271
21125,San Gregorio Atzompa,11,50 to 54 years,2,Female,288
21125,San Gregorio Atzompa,12,55 to 59 years,1,Male,228
21125,San Gregorio Atzompa,12,55 to 59 years,2,Female,228
21125,San Gregorio Atzompa,13,60 to 64 years,1,Male,183
21125,San Gregorio Atzompa,13,60 to 64 years,2,Female,183
21125,San Gregorio Atzompa,14,65 or more years,1,Male,336
21125,San Gregorio Atzompa,14,65 or more years,2,Female,421
21126,San Jerónimo Tecuanipan,1,0 to 4 years,1,Male,326
21126,San Jerónimo Tecuanipan,1,0 to 4 years,2,Female,327
21126,San Jerónimo Tecuanipan,2,5 to 9 years,1,Male,329
21126,San Jerónimo Tecuanipan,2,5 to 9 years,2,Female,326
21126,San Jerónimo Tecuanipan,3,10 to 14 years,1,Male,349
21126,San Jerónimo Tecuanipan,3,10 to 14 years,2,Female,348
21126,San Jerónimo Tecuanipan,4,15 to 19 years,1,Male,341
21126,San Jerónimo Tecuanipan,4,15 to 19 years,2,Female,351
21126,San Jerónimo Tecuanipan,5,20 to 24 years,1,Male,288
21126,San Jerónimo Tecuanipan,5,20 to 24 years,2,Female,312
21126,San Jerónimo Tecuanipan,6,25 to 29 years,1,Male,235
21126,San Jerónimo Tecuanipan,6,25 to 29 years,2,Female,269
21126,San Jerónimo Tecuanipan,7,30 to 34 years,1,Male,204
21126,San Jerónimo Tecuanipan,7,30 to 34 years,2,Female,237
21126,San Jerónimo Tecuanipan,8,35 to 39 years,1,Male,188
21126,San Jerónimo Tecuanipan,8,35 to 39 years,2,Female,216
21126,San Jerónimo Tecuanipan,9,40 to 44 years,1,Male,182
21126,San Jerónimo Tecuanipan,9,40 to 44 years,2,Female,210
21126,San Jerónimo Tecuanipan,10,45 to 49 years,1,Male,181
21126,San Jerónimo Tecuanipan,10,45 to 49 years,2,Female,209
21126,San Jerónimo Tecuanipan,11,50 to 54 years,1,Male,155
21126,San Jerónimo Tecuanipan,11,50 to 54 years,2,Female,179
21126,San Jerónimo Tecuanipan,12,55 to 59 years,1,Male,120
21126,San Jerónimo Tecuanipan,12,55 to 59 years,2,Female,139
21126,San Jerónimo Tecuanipan,13,60 to 64 years,1,Male,92
21126,San Jerónimo Tecuanipan,13,60 to 64 years,2,Female,110
21126,San Jerónimo Tecuanipan,14,65 or more years,1,Male,200
21126,San Jerónimo Tecuanipan,14,65 or more years,2,Female,280
21127,San Jerónimo Xayacatlán,1,0 to 4 years,1,Male,126
21127,San Jerónimo Xayacatlán,1,0 to 4 years,2,Female,110
21127,San Jerónimo Xayacatlán,2,5 to 9 years,1,Male,128
21127,San Jerónimo Xayacatlán,2,5 to 9 years,2,Female,121
21127,San Jerónimo Xayacatlán,3,10 to 14 years,1,Male,155
21127,San Jerónimo Xayacatlán,3,10 to 14 years,2,Female,144
21127,San Jerónimo Xayacatlán,4,15 to 19 years,1,Male,153
21127,San Jerónimo Xayacatlán,4,15 to 19 years,2,Female,151
21127,San Jerónimo Xayacatlán,5,20 to 24 years,1,Male,114
21127,San Jerónimo Xayacatlán,5,20 to 24 years,2,Female,127
21127,San Jerónimo Xayacatlán,6,25 to 29 years,1,Male,82
21127,San Jerónimo Xayacatlán,6,25 to 29 years,2,Female,105
21127,San Jerónimo Xayacatlán,7,30 to 34 years,1,Male,79
21127,San Jerónimo Xayacatlán,7,30 to 34 years,2,Female,98
21127,San Jerónimo Xayacatlán,8,35 to 39 years,1,Male,80
21127,San Jerónimo Xayacatlán,8,35 to 39 years,2,Female,100
21127,San Jerónimo Xayacatlán,9,40 to 44 years,1,Male,83
21127,San Jerónimo Xayacatlán,9,40 to 44 years,2,Female,112
21127,San Jerónimo Xayacatlán,10,45 to 49 years,1,Male,97
21127,San Jerónimo Xayacatlán,10,45 to 49 years,2,Female,132
21127,San Jerónimo Xayacatlán,11,50 to 54 years,1,Male,103
21127,San Jerónimo Xayacatlán,11,50 to 54 years,2,Female,127
21127,San Jerónimo Xayacatlán,12,55 to 59 years,1,Male,95
21127,San Jerónimo Xayacatlán,12,55 to 59 years,2,Female,106
21127,San Jerónimo Xayacatlán,13,60 to 64 years,1,Male,82
21127,San Jerónimo Xayacatlán,13,60 to 64 years,2,Female,103
21127,San Jerónimo Xayacatlán,14,65 or more years,1,Male,336
21127,San Jerónimo Xayacatlán,14,65 or more years,2,Female,431
21128,San José Chiapa,1,0 to 4 years,1,Male,495
21128,San José Chiapa,1,0 to 4 years,2,Female,476
21128,San José Chiapa,2,5 to 9 years,1,Male,463
21128,San José Chiapa,2,5 to 9 years,2,Female,450
21128,San José Chiapa,3,10 to 14 years,1,Male,433
21128,San José Chiapa,3,10 to 14 years,2,Female,419
21128,San José Chiapa,4,15 to 19 years,1,Male,425
21128,San José Chiapa,4,15 to 19 years,2,Female,424
21128,San José Chiapa,5,20 to 24 years,1,Male,425
21128,San José Chiapa,5,20 to 24 years,2,Female,429
21128,San José Chiapa,6,25 to 29 years,1,Male,421
21128,San José Chiapa,6,25 to 29 years,2,Female,418
21128,San José Chiapa,7,30 to 34 years,1,Male,373
21128,San José Chiapa,7,30 to 34 years,2,Female,382
21128,San José Chiapa,8,35 to 39 years,1,Male,313
21128,San José Chiapa,8,35 to 39 years,2,Female,325
21128,San José Chiapa,9,40 to 44 years,1,Male,262
21128,San José Chiapa,9,40 to 44 years,2,Female,279
21128,San José Chiapa,10,45 to 49 years,1,Male,231
21128,San José Chiapa,10,45 to 49 years,2,Female,253
21128,San José Chiapa,11,50 to 54 years,1,Male,197
21128,San José Chiapa,11,50 to 54 years,2,Female,216
21128,San José Chiapa,12,55 to 59 years,1,Male,163
21128,San José Chiapa,12,55 to 59 years,2,Female,184
21128,San José Chiapa,13,60 to 64 years,1,Male,133
21128,San José Chiapa,13,60 to 64 years,2,Female,155
21128,San José Chiapa,14,65 or more years,1,Male,315
21128,San José Chiapa,14,65 or more years,2,Female,343
21129,San José Miahuatlán,1,0 to 4 years,1,Male,646
21129,San José Miahuatlán,1,0 to 4 years,2,Female,609
21129,San José Miahuatlán,2,5 to 9 years,1,Male,667
21129,San José Miahuatlán,2,5 to 9 years,2,Female,630
21129,San José Miahuatlán,3,10 to 14 years,1,Male,661
21129,San José Miahuatlán,3,10 to 14 years,2,Female,658
21129,San José Miahuatlán,4,15 to 19 years,1,Male,606
21129,San José Miahuatlán,4,15 to 19 years,2,Female,649
21129,San José Miahuatlán,5,20 to 24 years,1,Male,535
21129,San José Miahuatlán,5,20 to 24 years,2,Female,628
21129,San José Miahuatlán,6,25 to 29 years,1,Male,555
21129,San José Miahuatlán,6,25 to 29 years,2,Female,639
21129,San José Miahuatlán,7,30 to 34 years,1,Male,542
21129,San José Miahuatlán,7,30 to 34 years,2,Female,601
21129,San José Miahuatlán,8,35 to 39 years,1,Male,437
21129,San José Miahuatlán,8,35 to 39 years,2,Female,519
21129,San José Miahuatlán,9,40 to 44 years,1,Male,356
21129,San José Miahuatlán,9,40 to 44 years,2,Female,449
21129,San José Miahuatlán,10,45 to 49 years,1,Male,348
21129,San José Miahuatlán,10,45 to 49 years,2,Female,412
21129,San José Miahuatlán,11,50 to 54 years,1,Male,339
21129,San José Miahuatlán,11,50 to 54 years,2,Female,369
21129,San José Miahuatlán,12,55 to 59 years,1,Male,285
21129,San José Miahuatlán,12,55 to 59 years,2,Female,314
21129,San José Miahuatlán,13,60 to 64 years,1,Male,219
21129,San José Miahuatlán,13,60 to 64 years,2,Female,262
21129,San José Miahuatlán,14,65 or more years,1,Male,625
21129,San José Miahuatlán,14,65 or more years,2,Female,703
21130,San Juan Atenco,1,0 to 4 years,1,Male,126
21130,San Juan Atenco,1,0 to 4 years,2,Female,152
21130,San Juan Atenco,2,5 to 9 years,1,Male,123
21130,San Juan Atenco,2,5 to 9 years,2,Female,148
21130,San Juan Atenco,3,10 to 14 years,1,Male,141
21130,San Juan Atenco,3,10 to 14 years,2,Female,158
21130,San Juan Atenco,4,15 to 19 years,1,Male,155
21130,San Juan Atenco,4,15 to 19 years,2,Female,160
21130,San Juan Atenco,5,20 to 24 years,1,Male,139
21130,San Juan Atenco,5,20 to 24 years,2,Female,144
21130,San Juan Atenco,6,25 to 29 years,1,Male,117
21130,San Juan Atenco,6,25 to 29 years,2,Female,129
21130,San Juan Atenco,7,30 to 34 years,1,Male,106
21130,San Juan Atenco,7,30 to 34 years,2,Female,122
21130,San Juan Atenco,8,35 to 39 years,1,Male,97
21130,San Juan Atenco,8,35 to 39 years,2,Female,120
21130,San Juan Atenco,9,40 to 44 years,1,Male,93
21130,San Juan Atenco,9,40 to 44 years,2,Female,115
21130,San Juan Atenco,10,45 to 49 years,1,Male,92
21130,San Juan Atenco,10,45 to 49 years,2,Female,104
21130,San Juan Atenco,11,50 to 54 years,1,Male,82
21130,San Juan Atenco,11,50 to 54 years,2,Female,93
21130,San Juan Atenco,12,55 to 59 years,1,Male,77
21130,San Juan Atenco,12,55 to 59 years,2,Female,93
21130,San Juan Atenco,13,60 to 64 years,1,Male,77
21130,San Juan Atenco,13,60 to 64 years,2,Female,91
21130,San Juan Atenco,14,65 or more years,1,Male,223
21130,San Juan Atenco,14,65 or more years,2,Female,281
